id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah,satuan,tahun
3421,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210041,BANJARAN,3210041002,HEGARMANAH,10/22/32,BANJARAN,32.10.22.2012,HEGARMANAH,155,KRTS,2019
3422,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210041,BANJARAN,3210041003,SINDANGPALA,10/22/32,BANJARAN,32.10.22.2004,SINDANGPALA,138,KRTS,2019
3423,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210041,BANJARAN,3210041004,DARMALARANG,10/22/32,BANJARAN,32.10.22.2003,DARMALARANG,132,KRTS,2019
3424,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210041,BANJARAN,3210041005,SUNIABARU,10/22/32,BANJARAN,32.10.22.2011,SUNIA BARU,307,KRTS,2019
3425,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210041,BANJARAN,3210041006,SANGIANG,10/22/32,BANJARAN,32.10.22.2010,SANGIANG,304,KRTS,2019
3426,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210041,BANJARAN,3210041007,SUNIA,10/22/32,BANJARAN,32.10.22.2002,SUNIA,381,KRTS,2019
3427,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210041,BANJARAN,3210041008,KAREO,10/22/32,BANJARAN,32.10.22.2009,KAREO,155,KRTS,2019
3428,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210041,BANJARAN,3210041009,BANJARAN,10/22/32,BANJARAN,32.10.22.2005,BANJARAN,227,KRTS,2019
3429,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210041,BANJARAN,3210041010,KAGOK,10/22/32,BANJARAN,32.10.22.2006,KAGOK,237,KRTS,2019
3430,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210041,BANJARAN,3210041011,CIMEONG,10/22/32,BANJARAN,32.10.22.2007,CIMEONG,263,KRTS,2019
3431,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210041,BANJARAN,3210041012,PANYINDANGAN,10/22/32,BANJARAN,32.10.22.2008,PANYINDANGAN,115,KRTS,2019
3432,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210041,BANJARAN,3210041013,GIRIMULYA,10/22/32,BANJARAN,32.10.22.2013,GIRIMULYA,272,KRTS,2019
3433,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050001,SAGARA,10/5/32,ARGAPURA,32.10.05.2001,SAGARA,165,KRTS,2019
3434,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050002,CIBUNUT,10/5/32,ARGAPURA,32.10.05.2002,CIBUNUT,244,KRTS,2019
3435,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050003,TEJAMULYA,10/5/32,ARGAPURA,32.10.05.2003,TEJAMULYA,302,KRTS,2019
3436,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050004,SUKASARI KIDUL,10/5/32,ARGAPURA,32.10.05.2012,SUKASARI KIDUL,245,KRTS,2019
3437,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050005,SUKASARI KALER,10/5/32,ARGAPURA,32.10.05.2004,SUKASARI KALER,285,KRTS,2019
3438,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050006,SADASARI,10/5/32,ARGAPURA,32.10.05.2007,SADASARI,473,KRTS,2019
3439,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050007,SUKADANA,10/5/32,ARGAPURA,32.10.05.2006,SUKADANA,386,KRTS,2019
3440,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050008,ARGAMUKTI,10/5/32,ARGAPURA,32.10.05.2005,ARGAMUKTI,305,KRTS,2019
3441,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050009,ARGALINGGA,10/5/32,ARGAPURA,32.10.05.2014,ARGALINGGA,359,KRTS,2019
3442,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050010,HAURSEAH,10/5/32,ARGAPURA,32.10.05.2008,HAURSEAH,408,KRTS,2019
3443,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050011,GUNUNGWANGI,10/5/32,ARGAPURA,32.10.05.2013,GUNUNGWANGI,319,KRTS,2019
3444,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050012,MEKARWANGI,10/5/32,ARGAPURA,32.10.05.2009,MEKARWANGI,213,KRTS,2019
3445,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050013,HEUBEULISUK,10/5/32,ARGAPURA,32.10.05.2011,HEUBEULISUK,250,KRTS,2019
3446,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210050,ARGAPURA,3210050014,CIKARACAK,10/5/32,ARGAPURA,32.10.05.2010,CIKARACAK,457,KRTS,2019
3447,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060001,CIHAUR,10/6/32,MAJA,32.10.06.2001,CIHAUR,430,KRTS,2019
3448,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060002,WANAHAYU,10/6/32,MAJA,32.10.06.2002,WANAHAYU,403,KRTS,2019
3449,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060003,CENGAL,10/6/32,MAJA,32.10.06.2003,CENGAL,232,KRTS,2019
3450,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060004,ANGGRAWATI,10/6/32,MAJA,32.10.06.2004,ANGGRAWATI,346,KRTS,2019
3451,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060005,CIPICUNG,10/6/32,MAJA,32.10.06.2005,CIPICUNG,207,KRTS,2019
3452,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060006,MALONGPONG,10/6/32,MAJA,32.10.06.2006,MALONGPONG,250,KRTS,2019
3453,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060007,TEGALSARI,10/6/32,MAJA,32.10.06.2007,TEGALSARI,293,KRTS,2019
3454,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060008,MAJA SELATAN,10/6/32,MAJA,32.10.06.2017,MAJA SELATAN,646,KRTS,2019
3455,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060009,MAJA UTARA,10/6/32,MAJA,32.10.06.2008,MAJA UTARA,636,KRTS,2019
3456,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060010,PASANGGRAHAN,10/6/32,MAJA,32.10.06.2009,PASANGGRAHAN,160,KRTS,2019
3457,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060011,CIEURIH,10/6/32,MAJA,32.10.06.2010,CIEURIH,381,KRTS,2019
3458,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060012,KERTABASUKI,10/6/32,MAJA,32.10.06.2011,KARTABASUKI,292,KRTS,2019
3459,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060013,SINDANGKERTA,10/6/32,MAJA,32.10.06.2012,SINDANGKERTA,214,KRTS,2019
3460,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060014,BANJARAN,10/6/32,MAJA,32.10.06.2013,BANJARAN,182,KRTS,2019
3461,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060015,PANIIS,10/6/32,MAJA,32.10.06.2014,PANIIS,575,KRTS,2019
3462,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060016,CICALUNG,10/6/32,MAJA,32.10.06.2015,CICALUNG,213,KRTS,2019
3463,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060017,PAGERAJI,10/6/32,MAJA,32.10.06.2016,PAGERAJI,134,KRTS,2019
3464,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210060,MAJA,3210060018,NUNUK BARU,10/6/32,MAJA,32.10.06.2018,NUNUK BARU,431,KRTS,2019
3465,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070001,BABAKAN JAWA,10/7/32,MAJALENGKA,32.10.07.1002,BABAKAN JAWA,809,KRTS,2019
3466,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070002,CIBODAS,10/7/32,MAJALENGKA,32.10.07.2014,CIBODAS,452,KRTS,2019
3467,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070003,KULUR,10/7/32,MAJALENGKA,32.10.07.2005,KULUR,530,KRTS,2019
3468,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070004,KAWUNGGIRANG,10/7/32,MAJALENGKA,32.10.07.2006,KAWUNGGIRANG,200,KRTS,2019
3469,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070005,SINDANGKASIH,10/7/32,MAJALENGKA,32.10.07.1004,SINDANGKASIH,539,KRTS,2019
3470,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070006,CICURUG,10/7/32,MAJALENGKA,32.10.07.1003,CICURUG,740,KRTS,2019
3471,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070007,MAJALENGKA WETAN,10/7/32,MAJALENGKA,32.10.07.1007,MAJALENGKA WETAN,610,KRTS,2019
3472,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070008,TONJONG,10/7/32,MAJALENGKA,32.10.07.1011,TONJONG,403,KRTS,2019
3473,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070009,TARIKOLOT,10/7/32,MAJALENGKA,32.10.07.1009,TARIKOLOT,304,KRTS,2019
3474,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070010,CIKASARUNG,10/7/32,MAJALENGKA,32.10.07.1010,CIKASARUNG,358,KRTS,2019
3475,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070011,CIJATI,10/7/32,MAJALENGKA,32.10.07.1013,CIJATI,499,KRTS,2019
3476,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070012,MAJALENGKA KULON,10/7/32,MAJALENGKA,32.10.07.1008,MAJALENGKA KULON,600,KRTS,2019
3477,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070013,MUNJUL,10/7/32,MAJALENGKA,32.10.07.1001,MUNJUL,271,KRTS,2019
3478,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210070,MAJALENGKA,3210070014,SIDAMUKTI,10/7/32,MAJALENGKA,32.10.07.2012,SIDAMUKTI,256,KRTS,2019
3479,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210080,CIGASONG,3210080001,KAWUNGHILIR,10/20/32,CIGASONG,32.10.20.2001,KAWUNGHILIR,108,KRTS,2019
3480,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210080,CIGASONG,3210080002,TAJUR,10/20/32,CIGASONG,32.10.20.2002,TAJUR,291,KRTS,2019
3481,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210080,CIGASONG,3210080003,CIGASONG,10/20/32,CIGASONG,32.10.20.1004,CIGASONG,440,KRTS,2019
3482,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210080,CIGASONG,3210080004,SIMPEUREUM,10/20/32,CIGASONG,32.10.20.1005,SIMPEUREUM,332,KRTS,2019
3483,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210080,CIGASONG,3210080005,TENJOLAYAR,10/20/32,CIGASONG,32.10.20.2003,TENJOLAYAR,410,KRTS,2019
3484,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210080,CIGASONG,3210080006,KUTAMANGGU,10/20/32,CIGASONG,32.10.20.2009,KUTAMANGGU,396,KRTS,2019
3485,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210080,CIGASONG,3210080007,CICENANG,10/20/32,CIGASONG,32.10.20.1006,CICENANG,495,KRTS,2019
3486,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210080,CIGASONG,3210080008,BARIBIS,10/20/32,CIGASONG,32.10.20.2007,BARIBIS,661,KRTS,2019
3487,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210080,CIGASONG,3210080009,BATUJAYA,10/20/32,CIGASONG,32.10.20.2008,BATUJAYA,484,KRTS,2019
3488,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210080,CIGASONG,3210080010,KARAYUNAN,10/20/32,CIGASONG,32.10.20.2010,KARAYUNAN,339,KRTS,2019
3489,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090001,CANDRAJAYA,10/8/32,SUKAHAJI,32.10.08.2019,CANDRAJAYA,214,KRTS,2019
3490,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090002,CIOMAS,10/8/32,SUKAHAJI,32.10.08.2001,CIOMAS,189,KRTS,2019
3491,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090010,PADAHANTEN,10/8/32,SUKAHAJI,32.10.08.2002,PADAHANTEN,340,KRTS,2019
3492,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090011,SUKAHAJI,10/8/32,SUKAHAJI,32.10.08.2009,SUKAHAJI,416,KRTS,2019
3493,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090012,CIKALONG,10/8/32,SUKAHAJI,32.10.08.2018,CIKALONG,348,KRTS,2019
3494,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090013,BABAKAN MANJETI,10/8/32,SUKAHAJI,32.10.08.2016,BABAKANMANJETI,298,KRTS,2019
3495,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090014,CIKONENG,10/8/32,SUKAHAJI,32.10.08.2015,CIKONENG,197,KRTS,2019
3496,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090015,PALABUAN,10/8/32,SUKAHAJI,32.10.08.2014,PALABUAN,629,KRTS,2019
3497,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090016,CIKEUSIK,10/8/32,SUKAHAJI,32.10.08.2011,CIKEUSIK,384,KRTS,2019
3498,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090017,SALAGEDANG,10/8/32,SUKAHAJI,32.10.08.2010,SALAGEDANG,338,KRTS,2019
3499,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090018,TANJUNGSARI,10/8/32,SUKAHAJI,32.10.08.2017,TANJUNGSARI,339,KRTS,2019
3500,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090019,JAYI,10/8/32,SUKAHAJI,32.10.08.2012,JAYI,397,KRTS,2019
3501,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210090,SUKAHAJI,3210090020,NANGGEWER,10/8/32,SUKAHAJI,32.10.08.2013,NANGGEWER,234,KRTS,2019
3502,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210091,SINDANG,3210091001,PASIRAYU,10/25/32,SINDANG,32.10.25.2001,PASIRAYU,237,KRTS,2019
3503,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210091,SINDANG,3210091002,GARAWASTU,10/25/32,SINDANG,32.10.25.2003,GARAWASTU,426,KRTS,2019
3504,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210091,SINDANG,3210091003,SANGKANHURIP,10/25/32,SINDANG,32.10.25.2007,SANGKANHURIP,415,KRTS,2019
3505,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210091,SINDANG,3210091004,INDRAKILA,10/25/32,SINDANG,32.10.25.2004,INDRAKILA,310,KRTS,2019
3506,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210091,SINDANG,3210091005,SINDANG,10/25/32,SINDANG,32.10.25.2002,SINDANG,459,KRTS,2019
3507,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210091,SINDANG,3210091006,GUNUNG KUNING,10/25/32,SINDANG,32.10.25.2005,GUNUNGKUNING,346,KRTS,2019
3508,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210091,SINDANG,3210091007,BAYUREJA,10/25/32,SINDANG,32.10.25.2008,BAYUREJA,220,KRTS,2019
3509,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100001,PAJAJAR,10/9/32,RAJAGALUH,32.10.09.2001,PAJAJAR,222,KRTS,2019
3510,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100002,TEJA,10/9/32,RAJAGALUH,32.10.09.2002,TEJA,228,KRTS,2019
3511,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100003,PAYUNG,10/9/32,RAJAGALUH,32.10.09.2003,PAYUNG,393,KRTS,2019
3512,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100004,SINDANGPANO,10/9/32,RAJAGALUH,32.10.09.2005,SINDANGPANO,268,KRTS,2019
3513,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100005,BABAKANKAREO,10/9/32,RAJAGALUH,32.10.09.2004,BABAKANKAREO,221,KRTS,2019
3514,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100006,SADOMAS,10/9/32,RAJAGALUH,32.10.09.2006,SADOMAS,186,KRTS,2019
3515,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100007,KUMBUNG,10/9/32,RAJAGALUH,32.10.09.2007,KUMBUNG,420,KRTS,2019
3516,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100008,RAJAGALUH KIDUL,10/9/32,RAJAGALUH,32.10.09.2008,RAJAGALUH KIDUL,408,KRTS,2019
3517,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100009,SINGAWADA,10/9/32,RAJAGALUH,32.10.09.2009,SINGAWADA,347,KRTS,2019
3518,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100010,RAJAGALUH,10/9/32,RAJAGALUH,32.10.09.2013,RAJAGALUH,235,KRTS,2019
3519,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100011,RAJAGALUH LOR,10/9/32,RAJAGALUH,32.10.09.2010,RAJAGALUH LOR,344,KRTS,2019
3520,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100012,CIPINANG,10/9/32,RAJAGALUH,32.10.09.2011,CIPINANG,353,KRTS,2019
3521,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210100,RAJAGALUH,3210100013,CISETU,10/9/32,RAJAGALUH,32.10.09.2012,CISETU,412,KRTS,2019
3522,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210110,SINDANGWANGI,3210110001,BANTAR AGUNG,10/21/32,SINDANGWANGI,32.10.21.2001,BANTARAGUNG,445,KRTS,2019
3523,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210110,SINDANGWANGI,3210110002,PADAHERANG,10/21/32,SINDANGWANGI,32.10.21.2002,PADAHERANG,205,KRTS,2019
3524,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210110,SINDANGWANGI,3210110003,LENGKONGWETAN,10/21/32,SINDANGWANGI,32.10.21.2010,LENGKONG WETAN,267,KRTS,2019
3525,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210110,SINDANGWANGI,3210110004,LENGKONGKULON,10/21/32,SINDANGWANGI,32.10.21.2003,LENGKONG KULON,228,KRTS,2019
3526,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210110,SINDANGWANGI,3210110005,JERUKLEUEUT,10/21/32,SINDANGWANGI,32.10.21.2004,JERUKLEUEUT,333,KRTS,2019
3527,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210110,SINDANGWANGI,3210110006,SINDANGWANGI,10/21/32,SINDANGWANGI,32.10.21.2005,SINDANGWANGI,490,KRTS,2019
3528,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210110,SINDANGWANGI,3210110007,BUAHKAPAS,10/21/32,SINDANGWANGI,32.10.21.2006,BUAHKAPAS,143,KRTS,2019
3529,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210110,SINDANGWANGI,3210110008,UJUNGBERUNG,10/21/32,SINDANGWANGI,32.10.21.2007,UJUNGBERUNG,490,KRTS,2019
3530,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210110,SINDANGWANGI,3210110009,LEUWILAJA,10/21/32,SINDANGWANGI,32.10.21.2009,LEUWILAJA,529,KRTS,2019
3531,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210110,SINDANGWANGI,3210110010,BALAGEDOG,10/21/32,SINDANGWANGI,32.10.21.2008,BALAGEDOG,767,KRTS,2019
3532,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120001,PARAKAN,10/10/32,LEUWIMUNDING,32.10.10.2001,PARAKAN,438,KRTS,2019
3533,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120002,LAME,10/10/32,LEUWIMUNDING,32.10.10.2004,LAME,382,KRTS,2019
3534,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120003,MINDI,10/10/32,LEUWIMUNDING,32.10.10.2005,MINDI,499,KRTS,2019
3535,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120004,RAJAWANGI,10/10/32,LEUWIMUNDING,32.10.10.2006,RAJAWANGI,402,KRTS,2019
3536,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120005,LEUWIKUJANG,10/10/32,LEUWIMUNDING,32.10.10.2007,LEUWIKUJANG,433,KRTS,2019
3537,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120006,NANGGERANG,10/10/32,LEUWIMUNDING,32.10.10.2003,NANGGERANG,304,KRTS,2019
3538,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120007,PATUANAN,10/10/32,LEUWIMUNDING,32.10.10.2002,PATUANAN,415,KRTS,2019
3539,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120008,TANJUNGSARI,10/10/32,LEUWIMUNDING,32.10.10.2013,TANJUNGSARI,387,KRTS,2019
3540,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120009,KARANGASEM,10/10/32,LEUWIMUNDING,32.10.10.2012,KARANGASEM,391,KRTS,2019
3541,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120010,HEULEUT,10/10/32,LEUWIMUNDING,32.10.10.2011,HEULEUT,414,KRTS,2019
3542,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120011,CIPARAY,10/10/32,LEUWIMUNDING,32.10.10.2010,CIPARAY,500,KRTS,2019
3543,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120012,LEUWIMUNDING,10/10/32,LEUWIMUNDING,32.10.10.2009,LEUWIMUNDING,643,KRTS,2019
3544,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120013,MIRAT,10/10/32,LEUWIMUNDING,32.10.10.2008,MIRAT,450,KRTS,2019
3545,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210120,LEUWIMUNDING,3210120014,PARUNGJAYA,10/10/32,LEUWIMUNDING,32.10.10.2014,PARUNGJAYA,395,KRTS,2019
3546,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130001,WERAGATI,10/19/32,PALASAH,32.10.19.2004,WERAGATI,279,KRTS,2019
3547,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130002,TRAJAYA,10/19/32,PALASAH,32.10.19.2005,TRAJAYA,323,KRTS,2019
3548,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130003,TARIKOLOT,10/19/32,PALASAH,32.10.19.2006,TARIKOLOT,489,KRTS,2019
3549,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130004,SINDANGHAJI,10/19/32,PALASAH,32.10.19.2008,SINDANGHAJI,504,KRTS,2019
3550,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130005,ENGGALWANGI,10/19/32,PALASAH,32.10.19.2012,ENGGALWANGI,370,KRTS,2019
3551,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130006,BUNIWANGI,10/19/32,PALASAH,32.10.19.2007,BUNIWANGI,296,KRTS,2019
3552,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130007,PALASAH,10/19/32,PALASAH,32.10.19.2003,PALASAH,397,KRTS,2019
3553,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130008,PASIR,10/19/32,PALASAH,32.10.19.2010,PASIR,377,KRTS,2019
3554,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130009,WARINGIN,10/19/32,PALASAH,32.10.19.2009,WARINGIN,811,KRTS,2019
3555,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130010,KARAMAT,10/19/32,PALASAH,32.10.19.2011,KARAMAT,530,KRTS,2019
3556,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130011,SINDANGWASA,10/19/32,PALASAH,32.10.19.2013,SINDANGWASA,311,KRTS,2019
3557,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130012,CISAMBENG,10/19/32,PALASAH,32.10.19.2002,CISAMBENG,495,KRTS,2019
3558,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3210130,PALASAH,3210130013,MAJASUKA,10/19/32,PALASAH,32.10.19.2001,MAJASUKA,347,KRTS,2019
