id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah,satuan,tahun
4610,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060013,DARANGDAN,32.14.06,DARANGDAN,32.14.06.2001,DARANGDAN,556,KRTS,2019
4611,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060014,SADARKARYA,32.14.06,DARANGDAN,32.14.06.2013,SADARKARYA,197,KRTS,2019
4612,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060015,LINGGAMUKTI,32.14.06,DARANGDAN,32.14.06.2008,LINGGAMUKTI,486,KRTS,2019
4613,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060016,CILINGGA,32.14.06,DARANGDAN,32.14.06.2003,CILINGGA,468,KRTS,2019
4614,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214060,DARANGDAN,3214060017,NAGRAK,32.14.06,DARANGDAN,32.14.06.2015,NAGRAK,808,KRTS,2019
4615,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070001,CIBINGBIN,32.14.11,BOJONG,32.14.11.2007,CIBINGBIN,886,KRTS,2019
4616,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070002,BOJONG TIMUR,32.14.11,BOJONG,32.14.11.2002,BOJONG TIMUR,349,KRTS,2019
4617,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070003,PASANGGRAHAN,32.14.11,BOJONG,32.14.11.2014,PASANGGRAHAN,317,KRTS,2019
4618,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070004,CIHANJAWAR,32.14.11,BOJONG,32.14.11.2004,CIHANJAWAR,392,KRTS,2019
4619,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070005,CIKERIS,32.14.11,BOJONG,32.14.11.2003,CIKERIS,272,KRTS,2019
4620,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070006,BOJONG BARAT,32.14.11,BOJONG,32.14.11.2001,BOJONG BARAT,274,KRTS,2019
4621,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070007,PANGKALAN,32.14.11,BOJONG,32.14.11.2009,PANGKALAN,341,KRTS,2019
4622,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070008,SUKAMANAH,32.14.11,BOJONG,32.14.11.2011,SUKAMANAH,430,KRTS,2019
4623,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070009,PAWENANG,32.14.11,BOJONG,32.14.11.2010,PAWENANG,283,KRTS,2019
4624,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070010,SINDANGSARI,32.14.11,BOJONG,32.14.11.2013,SINDANGSARI,357,KRTS,2019
4625,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070011,SINDANGPANON,32.14.11,BOJONG,32.14.11.2012,SINDANGPANON,584,KRTS,2019
4626,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070012,CIPEUNDEUY,32.14.11,BOJONG,32.14.11.2005,CIPEUNDEUY,523,KRTS,2019
4627,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070013,CILEUNCA,32.14.11,BOJONG,32.14.11.2006,CILEUNCA,470,KRTS,2019
4628,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214070,BOJONG,3214070014,KERTASARI,32.14.11,BOJONG,32.14.11.2008,KERTASARI,632,KRTS,2019
4629,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080001,NANGERANG,32.14.09,WANAYASA,32.14.09.2008,NANGERANG,264,KRTS,2019
4630,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080002,SIMPANG,32.14.09,WANAYASA,32.14.09.2004,SIMPANG,273,KRTS,2019
4631,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080003,SAKAMBANG,32.14.09,WANAYASA,32.14.09.2012,SAKAMBANG,264,KRTS,2019
4632,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080004,NAGROG,32.14.09,WANAYASA,32.14.09.2005,NAGROG,303,KRTS,2019
4633,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080005,CIBUNTU,32.14.09,WANAYASA,32.14.09.2006,CIBUNTU,272,KRTS,2019
4634,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080006,SUMURUGUL,32.14.09,WANAYASA,32.14.09.2010,SUMURUGUL,255,KRTS,2019
4635,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080007,RAHARJA,32.14.09,WANAYASA,32.14.09.2011,RAHARJA,189,KRTS,2019
4636,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080008,WANAYASA,32.14.09,WANAYASA,32.14.09.2001,WANAYASA,428,KRTS,2019
4637,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080009,BABAKAN,32.14.09,WANAYASA,32.14.09.2007,BABAKAN,354,KRTS,2019
4638,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080016,WANASARI,32.14.09,WANAYASA,32.14.09.2003,WANASARI,350,KRTS,2019
4639,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080017,LEGOKHUNI,32.14.09,WANAYASA,32.14.09.2014,LEGOKHUNI,296,KRTS,2019
4640,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080018,CIAWI,32.14.09,WANAYASA,32.14.09.2009,CIAWI,380,KRTS,2019
4641,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080019,SUKADAMI,32.14.09,WANAYASA,32.14.09.2002,SUKADAMI,325,KRTS,2019
4642,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080020,TARINGGUL TONGGOH,32.14.09,WANAYASA,32.14.09.2013,TARINGGUL TONGGOH,426,KRTS,2019
4643,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214080,WANAYASA,3214080021,TARINGGUL TENGAH,32.14.09,WANAYASA,32.14.09.2015,TARINGGUL TENGAH,496,KRTS,2019
4644,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214081,KIARAPEDES,3214081001,PUSAKAMULYA,32.14.17,KIARAPEDES,32.14.17.2009,PUSAKAMULYA,596,KRTS,2019
4645,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214081,KIARAPEDES,3214081002,PARAKAN GAROKGEK,32.14.17,KIARAPEDES,32.14.17.2003,PARAKANGAROKGEK,249,KRTS,2019
4646,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214081,KIARAPEDES,3214081003,CIRACAS,32.14.17,KIARAPEDES,32.14.17.2002,CIRACAS,321,KRTS,2019
4647,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214081,KIARAPEDES,3214081004,KIARAPEDES,32.14.17,KIARAPEDES,32.14.17.2001,KARANGPEDAS,301,KRTS,2019
4648,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214081,KIARAPEDES,3214081005,CIBEBER,32.14.17,KIARAPEDES,32.14.17.2008,CIBEBER,259,KRTS,2019
4649,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214081,KIARAPEDES,3214081006,SUMBERSARI,32.14.17,KIARAPEDES,32.14.17.2010,SUMBERSARI,235,KRTS,2019
4650,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214081,KIARAPEDES,3214081007,MEKARJAYA,32.14.17,KIARAPEDES,32.14.17.2005,MEKARJAYA,274,KRTS,2019
4651,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214081,KIARAPEDES,3214081008,MARGALUYU,32.14.17,KIARAPEDES,32.14.17.2006,MARGALUYU,304,KRTS,2019
4652,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214081,KIARAPEDES,3214081009,GARDU,32.14.17,KIARAPEDES,32.14.17.2007,GARDU,315,KRTS,2019
4653,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214081,KIARAPEDES,3214081010,TARINGGUL LANDEUH,32.14.17,KIARAPEDES,32.14.17.2004,TARINGGULLANDEUH,189,KRTS,2019
4654,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214090,PASAWAHAN,3214090009,CIHERANG,32.14.10,PASAWAHAN,32.14.10.2004,CIHERANG,352,KRTS,2019
4655,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214090,PASAWAHAN,3214090010,CIDAHU,32.14.10,PASAWAHAN,32.14.10.2005,CIDAHU,205,KRTS,2019
4656,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214090,PASAWAHAN,3214090011,PASAWAHAN ANYAR,32.14.10,PASAWAHAN,32.14.10.2001,PASAWAHANANYAR,153,KRTS,2019
4657,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214090,PASAWAHAN,3214090012,PASAWAHANKIDUL,32.14.10,PASAWAHAN,32.14.10.2006,PASAWAHANKIDUL,245,KRTS,2019
4658,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214090,PASAWAHAN,3214090013,SAWAH KULON,32.14.10,PASAWAHAN,32.14.10.2003,SAWAHKULON,219,KRTS,2019
4659,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214090,PASAWAHAN,3214090014,KERTAJAYA,32.14.10,PASAWAHAN,32.14.10.2007,KERTAJAYA,476,KRTS,2019
4660,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214090,PASAWAHAN,3214090015,LEBAKANYAR,32.14.10,PASAWAHAN,32.14.10.2008,LEBAKANYAR,298,KRTS,2019
4661,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214090,PASAWAHAN,3214090016,CIHUNI,32.14.10,PASAWAHAN,32.14.10.2012,CIHUNI,285,KRTS,2019
4662,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214090,PASAWAHAN,3214090017,WARUNGKADU,32.14.10,PASAWAHAN,32.14.10.2011,WARUNGKADU,222,KRTS,2019
4663,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214090,PASAWAHAN,3214090018,SELAAWI,32.14.10,PASAWAHAN,32.14.10.2009,SELAAWI,410,KRTS,2019
4664,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214090,PASAWAHAN,3214090019,MARGASARI,32.14.10,PASAWAHAN,32.14.10.2010,MARGASARI,564,KRTS,2019
4665,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214090,PASAWAHAN,3214090020,PASAWAHAN,32.14.10,PASAWAHAN,32.14.10.2002,PASAWAHAN,362,KRTS,2019
4666,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214091,PONDOK SALAM,3214091001,BUNGUR JAYA,32.14.16,PONDOKSALAM,32.14.16.2008,BUNGURJAYA,226,KRTS,2019
4667,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214091,PONDOK SALAM,3214091002,PONDOKBUNGUR,32.14.16,PONDOKSALAM,32.14.16.2002,PONDOKBUNGUR,271,KRTS,2019
4668,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214091,PONDOK SALAM,3214091003,SALEM,32.14.16,PONDOKSALAM,32.14.16.2003,SALEM,250,KRTS,2019
4669,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214091,PONDOK SALAM,3214091004,GALUDRA,32.14.16,PONDOKSALAM,32.14.16.2004,GALUDRA,199,KRTS,2019
4670,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214091,PONDOK SALAM,3214091005,SUKAJADI,32.14.16,PONDOKSALAM,32.14.16.2010,SUKAJADI,302,KRTS,2019
4671,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214091,PONDOK SALAM,3214091006,TANJUNGSARI,32.14.16,PONDOKSALAM,32.14.16.2005,TANJUNGSARI,470,KRTS,2019
4672,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214091,PONDOK SALAM,3214091007,SALAM JAYA,32.14.16,PONDOKSALAM,32.14.16.2007,SALAMJAYA,386,KRTS,2019
4673,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214091,PONDOK SALAM,3214091008,SITU,32.14.16,PONDOKSALAM,32.14.16.2011,SITU,254,KRTS,2019
4674,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214091,PONDOK SALAM,3214091009,PARAKANSALAM,32.14.16,PONDOKSALAM,32.14.16.2001,PARAKANSALAM,260,KRTS,2019
4675,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214091,PONDOK SALAM,3214091010,SALAM MULYA,32.14.16,PONDOKSALAM,32.14.16.2006,SALAMMULYA,198,KRTS,2019
4676,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214091,PONDOK SALAM,3214091011,GURUDUG,32.14.16,PONDOKSALAM,32.14.16.2009,GURUDUG,443,KRTS,2019
4677,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214100,PURWAKARTA,3214100005,SINDANGKASIH,32.14.01,PURWAKARTA,32.14.01.1004,SINDANGKASIH,1290,KRTS,2019
4678,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214100,PURWAKARTA,3214100006,NAGERI KIDUL,32.14.01,PURWAKARTA,32.14.01.1001,NAGRI KIDUL,761,KRTS,2019
4679,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214100,PURWAKARTA,3214100007,NAGERI TENGAH,32.14.01,PURWAKARTA,32.14.01.1003,NAGRI TENGAH,599,KRTS,2019
4680,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214100,PURWAKARTA,3214100008,CIPAISAN,32.14.01,PURWAKARTA,32.14.01.1005,CIPAISAN,665,KRTS,2019
4681,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214100,PURWAKARTA,3214100009,NAGERI KALER,32.14.01,PURWAKARTA,32.14.01.1002,NAGRI KALER,1047,KRTS,2019
4682,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214100,PURWAKARTA,3214100010,TEGALMUNJUL,32.14.01,PURWAKARTA,32.14.01.1008,TEGALMUNCUL,895,KRTS,2019
4683,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214100,PURWAKARTA,3214100011,CITALANG,32.14.01,PURWAKARTA,32.14.01.2010,CITALANG,466,KRTS,2019
4684,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214100,PURWAKARTA,3214100012,MUNJULJAYA,32.14.01,PURWAKARTA,32.14.01.1009,MUNJULJAYA,675,KRTS,2019
4685,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214100,PURWAKARTA,3214100013,CISEUREUH,32.14.01,PURWAKARTA,32.14.01.1007,CISEUREUH,747,KRTS,2019
4686,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214100,PURWAKARTA,3214100016,PURWAMEKAR,32.14.01,PURWAKARTA,32.14.01.1006,PURWAMEKAR,551,KRTS,2019
4687,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214101,BABAKANCIKAO,3214101001,MARACANG,32.14.12,BABAKANCIKAO,32.14.12.2006,MARANCANG,528,KRTS,2019
4688,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214101,BABAKANCIKAO,3214101002,CIWARENG,32.14.12,BABAKANCIKAO,32.14.12.2007,CIWARENG,522,KRTS,2019
4689,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214101,BABAKANCIKAO,3214101003,MULYAMEKAR,32.14.12,BABAKANCIKAO,32.14.12.2008,MULYAMEKAR,511,KRTS,2019
4690,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214101,BABAKANCIKAO,3214101004,CIGELAM,32.14.12,BABAKANCIKAO,32.14.12.2009,CIGELAM,580,KRTS,2019
4691,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214101,BABAKANCIKAO,3214101005,BABAKANCIKAO,32.14.12,BABAKANCIKAO,32.14.12.2004,BABAKANCIKAO,302,KRTS,2019
4692,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214101,BABAKANCIKAO,3214101006,KADUMEKAR,32.14.12,BABAKANCIKAO,32.14.12.2005,KADUMEKAR,270,KRTS,2019
4693,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214101,BABAKANCIKAO,3214101007,HEGARMANAH,32.14.12,BABAKANCIKAO,32.14.12.2003,HEGARMANAH,347,KRTS,2019
4694,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214101,BABAKANCIKAO,3214101008,CICADAS,32.14.12,BABAKANCIKAO,32.14.12.2002,CICADAS,409,KRTS,2019
4695,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214101,BABAKANCIKAO,3214101009,CILANGKAP,32.14.12,BABAKANCIKAO,32.14.12.2001,CILANGKAP,319,KRTS,2019
4696,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110001,CIRENDE,32.14.02,CAMPAKA,32.14.02.2004,CIRENDE,221,KRTS,2019
4697,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110010,BENTENG,32.14.02,CAMPAKA,32.14.02.2003,BENTENG,236,KRTS,2019
4698,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110011,CAMPAKA,32.14.02,CAMPAKA,32.14.02.2001,CAMPAKA,156,KRTS,2019
4699,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110012,CAMPAKASARI,32.14.02,CAMPAKA,32.14.02.2002,CAMPAKASARI,301,KRTS,2019
4700,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110023,CIJUNTI,32.14.02,CAMPAKA,32.14.02.2009,CIJUNTI,562,KRTS,2019
4701,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110024,CISAAT,32.14.02,CAMPAKA,32.14.02.2010,CISAAT,570,KRTS,2019
4702,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110025,CIMAHI,32.14.02,CAMPAKA,32.14.02.2008,CIMAHI,446,KRTS,2019
4703,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110026,CIKUMPAY,32.14.02,CAMPAKA,32.14.02.2005,CIKUMPAY,353,KRTS,2019
4704,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110027,CIJAYA,32.14.02,CAMPAKA,32.14.02.2006,CIJAYA,242,KRTS,2019
4705,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214110,CAMPAKA,3214110028,KERTAMUKTI,32.14.02,CAMPAKA,32.14.02.2007,KERTAMUKTI,310,KRTS,2019
4706,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214111,CIBATU,3214111001,WANAWALI,32.14.14,CIBATU,32.14.14.2009,WANAWALI,161,KRTS,2019
4707,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214111,CIBATU,3214111002,CIKADU,32.14.14,CIBATU,32.14.14.2007,CIKADU,223,KRTS,2019
4708,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214111,CIBATU,3214111003,CIBUKAMANAH,32.14.14,CIBATU,32.14.14.2008,CIBUKAMANAH,321,KRTS,2019
4709,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214111,CIBATU,3214111004,CIRANGKONG,32.14.14,CIBATU,32.14.14.2006,CIRANGKONG,341,KRTS,2019
4710,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214111,CIBATU,3214111005,CIPANCUR,32.14.14,CIBATU,32.14.14.2010,CIPANCUR,204,KRTS,2019
4711,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214111,CIBATU,3214111006,CIPINANG,32.14.14,CIBATU,32.14.14.2004,CIPINANG,347,KRTS,2019
4712,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214111,CIBATU,3214111007,CIPARUNGSARI,32.14.14,CIBATU,32.14.14.2005,CIPARUNGSARI,262,KRTS,2019
4713,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214111,CIBATU,3214111008,KARYAMEKAR,32.14.14,CIBATU,32.14.14.2003,KARYAMEKAR,407,KRTS,2019
4714,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214111,CIBATU,3214111009,CIBATU,32.14.14,CIBATU,32.14.14.2001,CIBATU,297,KRTS,2019
4715,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214111,CIBATU,3214111010,CILANDAK,32.14.14,CIBATU,32.14.14.2002,CILANDAK,295,KRTS,2019
4716,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214112,BUNGURSARI,3214112001,CIWANGI,32.14.13,BUNGURSARI,32.14.13.2001,CIWANGI,376,KRTS,2019
4717,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214112,BUNGURSARI,3214112002,CIBENING,32.14.13,BUNGURSARI,32.14.13.2002,CIBENING,375,KRTS,2019
4718,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214112,BUNGURSARI,3214112003,BUNGURSARI,32.14.13,BUNGURSARI,32.14.13.2003,BUNGURSARI,170,KRTS,2019
4719,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214112,BUNGURSARI,3214112004,CIBUNGUR,32.14.13,BUNGURSARI,32.14.13.2005,CIBUNGUR,295,KRTS,2019
4720,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214112,BUNGURSARI,3214112005,DANGDEUR,32.14.13,BUNGURSARI,32.14.13.2004,DANGDEUR,169,KRTS,2019
4721,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214112,BUNGURSARI,3214112006,WANAKERTA,32.14.13,BUNGURSARI,32.14.13.2006,WANAKERTA,224,KRTS,2019
4722,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214112,BUNGURSARI,3214112007,CINANGKA,32.14.13,BUNGURSARI,32.14.13.2007,CINANGKA,220,KRTS,2019
4723,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214112,BUNGURSARI,3214112008,CIKOPO,32.14.13,BUNGURSARI,32.14.13.2008,CIKOPO,323,KRTS,2019
4724,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214112,BUNGURSARI,3214112009,KARANGMUKTI,32.14.13,BUNGURSARI,32.14.13.2010,KARANGMUKTI,225,KRTS,2019
4725,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,3214112,BUNGURSARI,3214112010,CIBODAS,32.14.13,BUNGURSARI,32.14.13.2009,CIBODAS,578,KRTS,2019
4726,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215010,PANGKALAN,3215010001,MEDALSARI,32.15.02,PANGKALAN,32.15.02.2008,MEDALSARI,739,KRTS,2019
4727,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215010,PANGKALAN,3215010011,KERTASARI,32.15.02,PANGKALAN,32.15.02.2006,KERTASARI,745,KRTS,2019
4728,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215010,PANGKALAN,3215010012,CINTAASIH,32.15.02,PANGKALAN,32.15.02.2005,CINTAASIH,506,KRTS,2019
4729,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215010,PANGKALAN,3215010013,MULANGSARI,32.15.02,PANGKALAN,32.15.02.2007,MULANGSARI,902,KRTS,2019
4730,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215010,PANGKALAN,3215010014,JATILAKSANA,32.15.02,PANGKALAN,32.15.02.2004,JATILAKSANA,580,KRTS,2019
4731,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215010,PANGKALAN,3215010015,CIPTASARI,32.15.02,PANGKALAN,32.15.02.2001,CIPTASARI,385,KRTS,2019
4732,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215010,PANGKALAN,3215010016,TAMANSARI,32.15.02,PANGKALAN,32.15.02.2003,TAMANSARI,852,KRTS,2019
4733,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215010,PANGKALAN,3215010017,TAMANMEKAR,32.15.02,PANGKALAN,32.15.02.2002,TAMANMEKAR,819,KRTS,2019
4734,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011001,CIPURWASARI,32.15.28,TEGALWARU,32.15.28.2009,CIPURWASARI,385,KRTS,2019
4735,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011002,CIGUNUNGSARI,32.15.28,TEGALWARU,32.15.28.2001,CIGUNUNGSARI,354,KRTS,2019
4736,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011003,MEKARBUANA,32.15.28,TEGALWARU,32.15.28.2003,MEKARBUANA,596,KRTS,2019
4737,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011004,WARGASETRA,32.15.28,TEGALWARU,32.15.28.2002,WARGASETRA,632,KRTS,2019
4738,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011005,CINTALAKSANA,32.15.28,TEGALWARU,32.15.28.2004,CINTALAKSANA,396,KRTS,2019
4739,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011006,CINTAWARGI,32.15.28,TEGALWARU,32.15.28.2005,CINTAWARGI,377,KRTS,2019
4740,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011007,CINTALANGGENG,32.15.28,TEGALWARU,32.15.28.2006,CINTALANGGENG,382,KRTS,2019
4741,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011008,KUTAMANEUH,32.15.28,TEGALWARU,32.15.28.2008,KUTAMANEUH,595,KRTS,2019
4742,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011009,KUTALANGGENG,32.15.28,TEGALWARU,32.15.28.2007,KUTALANGGENG,466,KRTS,2019
4743,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215020,CIAMPEL,3215020001,TEGALEGA,32.15.04,CIAMPEL,32.15.04.2008,TEGALLEGA,381,KRTS,2019
4744,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215020,CIAMPEL,3215020002,MULYASEJATI,32.15.04,CIAMPEL,32.15.04.2007,MULYASEJATI,1103,KRTS,2019
4745,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215020,CIAMPEL,3215020003,MULYASARI,32.15.04,CIAMPEL,32.15.04.2006,MULYASARI,565,KRTS,2019
4746,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215020,CIAMPEL,3215020004,KUTANEGARA,32.15.04,CIAMPEL,32.15.04.2005,KUTANEGARA,776,KRTS,2019
