id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_bantuan_sosial,satuan,tahun
1,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201010,NANGGUNG,3201010001,MALASARI,1/21/32,NANGGUNG,32.01.21.2001,MALASARI,95,KRTS,2020
2,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201010,NANGGUNG,3201010002,BANTAR KARET,1/21/32,NANGGUNG,32.01.21.2004,BANTARKARET,55,KRTS,2020
3,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201010,NANGGUNG,3201010003,CISARUA,1/21/32,NANGGUNG,32.01.21.2003,CISARUA,122,KRTS,2020
4,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201010,NANGGUNG,3201010004,CURUG BITUNG,1/21/32,NANGGUNG,32.01.21.2002,CURUGBITUNG,35,KRTS,2020
5,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201010,NANGGUNG,3201010005,NANGGUNG,1/21/32,NANGGUNG,32.01.21.2007,NANGGUNG,30,KRTS,2020
6,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201010,NANGGUNG,3201010006,PANGKAL JAYA,1/21/32,NANGGUNG,32.01.21.2009,PANGKALJAYA,53,KRTS,2020
7,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201010,NANGGUNG,3201010007,SUKALUYU,1/21/32,NANGGUNG,32.01.21.2010,SUKALUYU,8,KRTS,2020
8,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201010,NANGGUNG,3201010008,HAMBARO,1/21/32,NANGGUNG,32.01.21.2005,HAMBARO,8,KRTS,2020
9,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201010,NANGGUNG,3201010009,KALONG LIUD,1/21/32,NANGGUNG,32.01.21.2006,KALONGLIUD,8,KRTS,2020
10,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201010,NANGGUNG,3201010010,PARAKAN MUNCANG,1/21/32,NANGGUNG,32.01.21.2008,PARAKANMUNCANG,59,KRTS,2020
11,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201010,NANGGUNG,3201010011,BATU TULIS,1/21/32,NANGGUNG,32.01.21.2011,BATU TULIS,58,KRTS,2020
12,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020001,PURASARI,1/14/32,LEUWILIANG,32.01.14.2002,PURASARI,41,KRTS,2020
13,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020002,PURASEDA,1/14/32,LEUWILIANG,32.01.14.2008,PURASEDA,19,KRTS,2020
14,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020003,KARYASARI,1/14/32,LEUWILIANG,32.01.14.2003,KARYASARI,48,KRTS,2020
15,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020004,PABANGBON,1/14/32,LEUWILIANG,32.01.14.2004,PABANGBON,146,KRTS,2020
16,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020005,KARACAK,1/14/32,LEUWILIANG,32.01.14.2005,KARACAK,173,KRTS,2020
17,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020006,BARENGKOK,1/14/32,LEUWILIANG,32.01.14.2006,BARENGKOK,32,KRTS,2020
18,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020007,CIBEBER II,1/14/32,LEUWILIANG,32.01.14.2010,CIBEBER II,40,KRTS,2020
19,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020016,CIBEBER I,1/14/32,LEUWILIANG,32.01.14.2009,CIBEBER I,75,KRTS,2020
20,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020017,LEUWIMEKAR,1/14/32,LEUWILIANG,32.01.14.2007,LEUWIMEKAR,9,KRTS,2020
21,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020018,LEUWILIANG,1/14/32,LEUWILIANG,32.01.14.2001,LEUWILIANG,46,KRTS,2020
22,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020019,KAREHKEL,1/14/32,LEUWILIANG,32.01.14.2011,KAREHKEL,151,KRTS,2020
23,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201021,LEUWISADENG,3201021001,WANGUN JAYA,32.01.39,LEUWISADENG,32.01.39.2004,WANGUNJAYA,12,KRTS,2020
24,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201021,LEUWISADENG,3201021002,SADENGKOLOT,32.01.39,LEUWISADENG,32.01.39.2003,SADENG KOLOT,34,KRTS,2020
25,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201021,LEUWISADENG,3201021003,LEUWISADENG,32.01.39,LEUWISADENG,32.01.39.2001,LEUWISADENG,62,KRTS,2020
26,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201021,LEUWISADENG,3201021004,SIBANTENG,32.01.39,LEUWISADENG,32.01.39.2008,SIBANTENG,27,KRTS,2020
27,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201021,LEUWISADENG,3201021005,BABAKAN SADENG,32.01.39,LEUWISADENG,32.01.39.2002,BABAKAN SADENG,18,KRTS,2020
28,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201021,LEUWISADENG,3201021006,SADENG,32.01.39,LEUWISADENG,32.01.39.2007,SADENG,34,KRTS,2020
29,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201021,LEUWISADENG,3201021007,KALONG II,32.01.39,LEUWISADENG,32.01.39.2006,KALONG II,13,KRTS,2020
30,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201021,LEUWISADENG,3201021008,KALONG I,32.01.39,LEUWISADENG,32.01.39.2005,KALONG I,45,KRTS,2020
31,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030001,CIBUNIAN,1/17/32,PAMIJAHAN,32.01.17.2002,CIBUNIAN,5,KRTS,2020
32,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030002,PURWABAKTI,1/17/32,PAMIJAHAN,32.01.17.2001,PURWABAKTI,20,KRTS,2020
33,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030003,CIASMARA,1/17/32,PAMIJAHAN,32.01.17.2015,CIASMARA,19,KRTS,2020
34,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030004,CIASIHAN,1/17/32,PAMIJAHAN,32.01.17.2013,CIASIHAN,42,KRTS,2020
35,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030005,GUNUNG SARI,1/17/32,PAMIJAHAN,32.01.17.2014,GUNUNGSARI,43,KRTS,2020
36,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030007,GUNUNG BUNDER 1,1/17/32,PAMIJAHAN,32.01.17.2010,GUNUNGBUNDER I,27,KRTS,2020
37,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030008,CIBENING,1/17/32,PAMIJAHAN,32.01.17.2009,CIBENING,54,KRTS,2020
38,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030009,GUNUNG PICUNG,1/17/32,PAMIJAHAN,32.01.17.2012,GUNUNG PICUNG,30,KRTS,2020
39,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030010,CIBITUNG KULON,1/17/32,PAMIJAHAN,32.01.17.2011,CIBITUNG KULON,17,KRTS,2020
40,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030011,CIBITUNG WETAN,1/17/32,PAMIJAHAN,32.01.17.2003,CIBITUNGWETAN,11,KRTS,2020
41,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030012,PAMIJAHAN,1/17/32,PAMIJAHAN,32.01.17.2008,PAMIJAHAN,26,KRTS,2020
42,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030013,PASAREAN,1/17/32,PAMIJAHAN,32.01.17.2006,PASAREAN,21,KRTS,2020
43,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030014,GUNUNG MENYAN,1/17/32,PAMIJAHAN,32.01.17.2004,GUNUNGMENYAN,7,KRTS,2020
44,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201030,PAMIJAHAN,3201030015,CIMAYANG,1/17/32,PAMIJAHAN,32.01.17.2007,CIMAYANG,32,KRTS,2020
45,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040001,SITU UDIK,1/16/32,CIBUNGBULANG,32.01.16.2001,SITU UDIK,22,KRTS,2020
46,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040002,SITU ILIR,1/16/32,CIBUNGBULANG,32.01.16.2002,SITU ILIR,84,KRTS,2020
47,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040004,CIARUTEN UDIK,1/16/32,CIBUNGBULANG,32.01.16.2005,CIARUTEUN UDIK,9,KRTS,2020
48,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040005,CIBATOK 1,1/16/32,CIBUNGBULANG,32.01.16.2004,CIBATOK I,56,KRTS,2020
49,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040006,SUKAMAJU,1/16/32,CIBUNGBULANG,32.01.16.2013,SUKAMAJU,78,KRTS,2020
50,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040007,CEMPLANG,1/16/32,CIBUNGBULANG,32.01.16.2003,CEMPLANG,40,KRTS,2020
51,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040008,GALUGA,1/16/32,CIBUNGBULANG,32.01.16.2014,GALUGA,45,KRTS,2020
52,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040009,DUKUH,1/16/32,CIBUNGBULANG,32.01.16.2009,DUKUH,37,KRTS,2020
53,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040011,CIMANGGU 1,1/16/32,CIBUNGBULANG,32.01.16.2007,CIMANGGU I,30,KRTS,2020
54,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040012,GIRIMULYA,1/16/32,CIBUNGBULANG,32.01.16.2015,GIRIMULYA,13,KRTS,2020
55,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040013,LEUWEUNG KOLOT,1/16/32,CIBUNGBULANG,32.01.16.2006,LEUWEUNGKOLOT,12,KRTS,2020
56,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040014,CIARUTEN ILIR,1/16/32,CIBUNGBULANG,32.01.16.2011,CIARUTEUN ILIR,19,KRTS,2020
57,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201040,CIBUNGBULANG,3201040015,CIJUJUNG,1/16/32,CIBUNGBULANG,32.01.16.2010,CIJUJUNG,28,KRTS,2020
58,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050004,CIAMPEA UDIK,1/15/32,CIAMPEA,32.01.15.2013,CIAMPEA UDIK,93,KRTS,2020
59,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050008,CINANGKA,1/15/32,CIAMPEA,32.01.15.2002,CINANGKA,67,KRTS,2020
60,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050009,CIBUNTU,1/15/32,CIAMPEA,32.01.15.2006,CIBUNTU,58,KRTS,2020
61,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050010,CICADAS,1/15/32,CIAMPEA,32.01.15.2007,CICADAS,24,KRTS,2020
62,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050011,TEGAL WARU,1/15/32,CIAMPEA,32.01.15.2005,TEGALWARU,151,KRTS,2020
63,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050012,BOJONG JENGKOL,1/15/32,CIAMPEA,32.01.15.2004,BOJONGJENGKOL,20,KRTS,2020
64,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050013,CIHIDEUNG UDIK,1/15/32,CIAMPEA,32.01.15.2003,CIHIDEUNGUDIK,57,KRTS,2020
65,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050014,CIHIDEUNG ILIR,1/15/32,CIAMPEA,32.01.15.2010,CIHIDEUNGHILIR,20,KRTS,2020
66,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050015,CIBANTENG,1/15/32,CIAMPEA,32.01.15.2011,CIBANTENG,52,KRTS,2020
67,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050016,BOJONG RANGKAS,1/15/32,CIAMPEA,32.01.15.2009,BOJONGRANGKAS,62,KRTS,2020
68,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050017,CIBADAK,1/15/32,CIAMPEA,32.01.15.2008,CIBADAK,39,KRTS,2020
69,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050018,BENTENG,1/15/32,CIAMPEA,32.01.15.2012,BENTENG,229,KRTS,2020
70,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050019,CIAMPEA,1/15/32,CIAMPEA,32.01.15.2001,CIAMPEA,90,KRTS,2020
71,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201051,TENJOLAYA,3201051002,GUNUNG MALANG,32.01.40,TENJOLAYA,32.01.40.2006,GUNUNG MALANG,64,KRTS,2020
72,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201051,TENJOLAYA,3201051003,TAPOS 2,32.01.40,TENJOLAYA,32.01.40.2002,TAPOS II,60,KRTS,2020
73,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201051,TENJOLAYA,3201051004,SITU DAUN,32.01.40,TENJOLAYA,32.01.40.2004,SITUDAUN,41,KRTS,2020
74,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201051,TENJOLAYA,3201051005,CIBITUNG TENGAH,32.01.40,TENJOLAYA,32.01.40.2003,CIBITUNG TENGAH,42,KRTS,2020
75,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201051,TENJOLAYA,3201051006,CINANGNENG,32.01.40,TENJOLAYA,32.01.40.2005,CINANGNENG,30,KRTS,2020
76,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201051,TENJOLAYA,3201051007,GUNUNG MULYA,32.01.40,TENJOLAYA,32.01.40.2007,GUNUNG MULYA,60,KRTS,2020
77,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201060,DRAMAGA,3201060001,PURWASARI,1/30/32,DRAMAGA,32.01.30.2006,PURWASARI,20,KRTS,2020
78,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201060,DRAMAGA,3201060002,PETIR,1/30/32,DRAMAGA,32.01.30.2005,PETIR,9,KRTS,2020
79,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201060,DRAMAGA,3201060003,SUKADAMAI,1/30/32,DRAMAGA,32.01.30.2001,SUKADAMAI,26,KRTS,2020
80,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201060,DRAMAGA,3201060004,SUKAWENING,1/30/32,DRAMAGA,32.01.30.2004,SUKAWENING,18,KRTS,2020
81,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201060,DRAMAGA,3201060005,NEGLASARI,1/30/32,DRAMAGA,32.01.30.2010,NEGLASARI,4,KRTS,2020
82,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201060,DRAMAGA,3201060006,SINAR SARI,1/30/32,DRAMAGA,32.01.30.2003,SINARSARI,21,KRTS,2020
83,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201060,DRAMAGA,3201060007,CIHERANG,1/30/32,DRAMAGA,32.01.30.2002,CIHERANG,39,KRTS,2020
84,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201060,DRAMAGA,3201060008,DRAMAGA,1/30/32,DRAMAGA,32.01.30.2009,DRAMAGA,38,KRTS,2020
85,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201060,DRAMAGA,3201060009,BABAKAN,1/30/32,DRAMAGA,32.01.30.2008,BABAKAN,89,KRTS,2020
86,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201060,DRAMAGA,3201060010,CIKARAWANG,1/30/32,DRAMAGA,32.01.30.2007,CIKARAWANG,31,KRTS,2020
87,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,3201070009,KOTA BATU,1/29/32,CIOMAS,32.01.29.2009,KOTA BATU,67,KRTS,2020
88,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,3201070010,MEKARJAYA,1/29/32,CIOMAS,32.01.29.2001,MEKARJAYA,59,KRTS,2020
89,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,3201070011,PARAKAN,1/29/32,CIOMAS,32.01.29.2004,PARAKAN,20,KRTS,2020
90,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,3201070012,CIOMAS,1/29/32,CIOMAS,32.01.29.2005,CIOMAS,48,KRTS,2020
91,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,3201070013,PAGELARAN,1/29/32,CIOMAS,32.01.29.2006,PAGELARAN,74,KRTS,2020
92,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,3201070014,SUKAMAKMUR,1/29/32,CIOMAS,32.01.29.2007,SUKAMAKMUR,47,KRTS,2020
93,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,3201070015,CIAPUS,1/29/32,CIOMAS,32.01.29.2008,CIAPUS,35,KRTS,2020
94,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,3201070016,SUKAHARJA,1/29/32,CIOMAS,32.01.29.2002,SUKAHARJA,22,KRTS,2020
95,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,3201070017,PADASUKA,1/29/32,CIOMAS,32.01.29.1003,PADASUKA,83,KRTS,2020
96,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,3201070018,CIOMAS RAHAYU,1/29/32,CIOMAS,32.01.29.2011,CIOMAS RAHAYU,65,KRTS,2020
97,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201070,CIOMAS,3201070019,LALADON,1/29/32,CIOMAS,32.01.29.2010,LALADON,50,KRTS,2020
98,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201071,TAMANSARI,3201071001,SUKAJADI,1/31/32,TAMANSARI,32.01.31.2008,SUKAJADI,117,KRTS,2020
99,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201071,TAMANSARI,3201071002,SUKALUYU,1/31/32,TAMANSARI,32.01.31.2005,SUKALUYU,17,KRTS,2020
100,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201071,TAMANSARI,3201071003,SUKAJAYA,1/31/32,TAMANSARI,32.01.31.2007,SUKAJAYA,16,KRTS,2020
101,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201071,TAMANSARI,3201071004,SUKARESMI,1/31/32,TAMANSARI,32.01.31.2006,SUKARESMI,37,KRTS,2020
102,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201071,TAMANSARI,3201071005,PASIR EURIH,1/31/32,TAMANSARI,32.01.31.2003,PASIREURIH,44,KRTS,2020
103,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201071,TAMANSARI,3201071006,TAMAN SARI,1/31/32,TAMANSARI,32.01.31.2004,TAMANSARI,46,KRTS,2020
104,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201071,TAMANSARI,3201071007,SUKAMANTRI,1/31/32,TAMANSARI,32.01.31.2001,SUKAMANTRI,78,KRTS,2020
105,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201071,TAMANSARI,3201071008,SIRNAGALIH,1/31/32,TAMANSARI,32.01.31.2002,SIRNAGALIH,40,KRTS,2020
106,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201080,CIJERUK,3201080010,WARUNG MENTENG,1/28/32,CIJERUK,32.01.28.2003,WARUNG MENTENG,88,KRTS,2020
107,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201080,CIJERUK,3201080011,CIJERUK,1/28/32,CIJERUK,32.01.28.2001,CIJERUK,88,KRTS,2020
108,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201080,CIJERUK,3201080012,CIPELANG,1/28/32,CIJERUK,32.01.28.2002,CIPELANG,9,KRTS,2020
109,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201080,CIJERUK,3201080013,CIBALUNG,1/28/32,CIJERUK,32.01.28.2006,CIBALUNG,56,KRTS,2020
110,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201080,CIJERUK,3201080014,CIPICUNG,1/28/32,CIJERUK,32.01.28.2005,CIPICUNG,11,KRTS,2020
111,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201080,CIJERUK,3201080015,TANJUNG SARI,1/28/32,CIJERUK,32.01.28.2009,TANJUNGSARI,7,KRTS,2020
112,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201080,CIJERUK,3201080016,TAJUR HALANG,1/28/32,CIJERUK,32.01.28.2004,TAJUR HALANG,5,KRTS,2020
113,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201080,CIJERUK,3201080017,PALASARI,1/28/32,CIJERUK,32.01.28.2008,PALASARI,4,KRTS,2020
114,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201080,CIJERUK,3201080018,SUKAHARJA,1/28/32,CIJERUK,32.01.28.2007,SUKAHARJA,45,KRTS,2020
115,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201081,CIGOMBONG,3201081001,TUGU JAYA,32.01.38,CIGOMBONG,32.01.38.2006,TUGUJAYA,112,KRTS,2020
116,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201081,CIGOMBONG,3201081002,CIGOMBONG,32.01.38,CIGOMBONG,32.01.38.2001,CIGOMBONG,110,KRTS,2020
117,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201081,CIGOMBONG,3201081003,WATES JAYA,32.01.38,CIGOMBONG,32.01.38.2002,WATESJAYA,104,KRTS,2020
118,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201081,CIGOMBONG,3201081004,SROGOL,32.01.38,CIGOMBONG,32.01.38.2004,SROGOL,61,KRTS,2020
119,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201081,CIGOMBONG,3201081005,CIBURUY,32.01.38,CIGOMBONG,32.01.38.2003,CIBURUY,103,KRTS,2020
120,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201081,CIGOMBONG,3201081006,CISALADA,32.01.38,CIGOMBONG,32.01.38.2005,CISALADA,88,KRTS,2020
121,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201081,CIGOMBONG,3201081007,PASIR JAYA,32.01.38,CIGOMBONG,32.01.38.2007,PASIRJAYA,39,KRTS,2020
122,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201081,CIGOMBONG,3201081008,CIBURAYUT,32.01.38,CIGOMBONG,32.01.38.2008,CIBURAYUT,41,KRTS,2020
123,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201081,CIGOMBONG,3201081009,CIADEG,32.01.38,CIGOMBONG,32.01.38.2009,CIADEG,36,KRTS,2020
124,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201090,CARINGIN,3201090001,PASIR BUNCIR,1/27/32,CARINGIN,32.01.27.2010,BASIR BUNCIR,59,KRTS,2020
125,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201090,CARINGIN,3201090002,CINAGARA,1/27/32,CARINGIN,32.01.27.2006,CINAGARA,8,KRTS,2020
126,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201090,CARINGIN,3201090003,TANGKIL,1/27/32,CARINGIN,32.01.27.2012,TANGKIL,16,KRTS,2020
127,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201090,CARINGIN,3201090004,PASIR MUNCANG,1/27/32,CARINGIN,32.01.27.2001,PASIR MUNCANG,50,KRTS,2020
128,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201090,CARINGIN,3201090005,MUARA JAYA,1/27/32,CARINGIN,32.01.27.2009,MUARA JAYA,43,KRTS,2020
129,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201090,CARINGIN,3201090006,CARINGIN,1/27/32,CARINGIN,32.01.27.2004,CARINGIN,57,KRTS,2020
130,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201090,CARINGIN,3201090007,LEMAH DUHUR,1/27/32,CARINGIN,32.01.27.2011,LEMAH DUHUR,63,KRTS,2020
131,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201090,CARINGIN,3201090008,CIMANDE,1/27/32,CARINGIN,32.01.27.2007,CIMANDE,35,KRTS,2020
132,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201090,CARINGIN,3201090009,PANCAWATI,1/27/32,CARINGIN,32.01.27.2008,PANCAWATI,57,KRTS,2020
133,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201090,CARINGIN,3201090010,CIDERUM,1/27/32,CARINGIN,32.01.27.2003,CIDERUM,69,KRTS,2020
134,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201090,CARINGIN,3201090011,CIHERANG PONDOK,1/27/32,CARINGIN,32.01.27.2005,CIHERANG PONDOK,163,KRTS,2020
135,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201090,CARINGIN,3201090012,CIMANDE HILIR,1/27/32,CARINGIN,32.01.27.2002,CIMANDE HILIR,36,KRTS,2020
136,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201100,CIAWI,3201100001,CILEUNGSI,1/24/32,CIAWI,32.01.24.2001,CILEUNGSI,31,KRTS,2020
137,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201100,CIAWI,3201100002,CITAPEN,1/24/32,CIAWI,32.01.24.2002,CITAPEN,16,KRTS,2020
138,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201100,CIAWI,3201100003,CIBEDUG,1/24/32,CIAWI,32.01.24.2003,CIBEDUG,26,KRTS,2020
139,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201100,CIAWI,3201100004,BOJONG MURNI,1/24/32,CIAWI,32.01.24.2010,BOJONG MURNI,4,KRTS,2020
140,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201100,CIAWI,3201100005,JAMBU LUWUK,1/24/32,CIAWI,32.01.24.2004,JAMBULUWUK,29,KRTS,2020
141,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201100,CIAWI,3201100006,BANJAR SARI,1/24/32,CIAWI,32.01.24.2005,BANJARSARI,66,KRTS,2020
142,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201100,CIAWI,3201100007,BANJAR WANGI,1/24/32,CIAWI,32.01.24.2011,BANJAR WANGI,18,KRTS,2020
