id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_bantuan_sosial,satuan,tahun
721,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202220,NAGRAK,3202220007,GIRIJAYA,2/12/32,NAGRAK,32.02.12.2014,GIRIJAYA,405,KRTS,2020
722,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202220,NAGRAK,3202220008,BABAKAN PANJANG,2/12/32,NAGRAK,32.02.12.2010,BABAKAN PANJANG,63,KRTS,2020
723,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202220,NAGRAK,3202220009,PAWENANG,2/12/32,NAGRAK,32.02.12.2002,PAWENANG,186,KRTS,2020
724,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202220,NAGRAK,3202220010,CIHANYAWAR,2/12/32,NAGRAK,32.02.12.2012,CIHANYAWAR,186,KRTS,2020
725,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202221,CIAMBAR,3202221001,MUNJUL,32.02.47,CIAMBAR,32.02.47.2004,MUNJUL,173,KRTS,2020
726,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202221,CIAMBAR,3202221002,CIAMBAR,32.02.47,CIAMBAR,32.02.47.2001,CIAMBAR,126,KRTS,2020
727,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202221,CIAMBAR,3202221003,GINANJAR,32.02.47,CIAMBAR,32.02.47.2002,GINANJAR,210,KRTS,2020
728,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202221,CIAMBAR,3202221004,WANGUNJAYA,32.02.47,CIAMBAR,32.02.47.2003,WANGUNJAYA,74,KRTS,2020
729,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202221,CIAMBAR,3202221005,CIBUNARJAYA,32.02.47,CIAMBAR,32.02.47.2006,CIBUNARJAYA,185,KRTS,2020
730,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202221,CIAMBAR,3202221006,AMBARJAYA,32.02.47,CIAMBAR,32.02.47.2005,AMBARJAYA,92,KRTS,2020
731,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230001,MEKARSARI,2/16/32,CICURUG,32.02.16.2011,MEKARSARI,166,KRTS,2020
732,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230002,NYANGKOWEK,2/16/32,CICURUG,32.02.16.2002,NYANGKOWEK,100,KRTS,2020
733,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230003,PURWASARI,2/16/32,CICURUG,32.02.16.2007,PURWASARI,236,KRTS,2020
734,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230004,CARINGIN,2/16/32,CICURUG,32.02.16.2008,CARINGIN,126,KRTS,2020
735,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230005,BANGBAYANG,2/16/32,CICURUG,32.02.16.2012,BANGBAYANG,92,KRTS,2020
736,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230006,CISAAT,2/16/32,CICURUG,32.02.16.2006,CISAAT,125,KRTS,2020
737,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230007,TENJOLAYA,2/16/32,CICURUG,32.02.16.2003,TENJOLAYA,71,KRTS,2020
738,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230008,PASAWAHAN,2/16/32,CICURUG,32.02.16.2005,PASAWAHAN,202,KRTS,2020
739,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230009,CICURUG,2/16/32,CICURUG,32.02.16.1001,CICURUG,106,KRTS,2020
740,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230010,NANGGERANG,2/16/32,CICURUG,32.02.16.2013,NANGGERANG,89,KRTS,2020
741,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230011,TENJOAYU,2/16/32,CICURUG,32.02.16.2009,TENJOAYU,101,KRTS,2020
742,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230012,BENDA,2/16/32,CICURUG,32.02.16.2004,BENDA,213,KRTS,2020
743,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202230,CICURUG,3202230013,KUTAJAYA,2/16/32,CICURUG,32.02.16.2010,KUTAJAYA,193,KRTS,2020
744,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,3202240001,PONDOK KASO TENGAH,2/17/32,CIDAHU,32.02.17.2003,PONDOKASO TENGAH,212,KRTS,2020
745,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,3202240002,PASIRDOTON,2/17/32,CIDAHU,32.02.17.2008,PASIRDOTON,143,KRTS,2020
746,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,3202240003,PONDOK KASO TONGGOH,2/17/32,CIDAHU,32.02.17.2001,PONDOKASO TONGGOH,110,KRTS,2020
747,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,3202240004,BABAKAN PARI,2/17/32,CIDAHU,32.02.17.2002,BABAKANPARI,169,KRTS,2020
748,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,3202240005,TANGKIL,2/17/32,CIDAHU,32.02.17.2005,TANGKIL,178,KRTS,2020
749,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,3202240006,JAYABAKTI,2/17/32,CIDAHU,32.02.17.2006,JAYABAKTI,237,KRTS,2020
750,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,3202240007,CIDAHU,2/17/32,CIDAHU,32.02.17.2004,CIDAHU,318,KRTS,2020
751,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202240,CIDAHU,3202240008,GIRIJAYA,2/17/32,CIDAHU,32.02.17.2007,GIRIJAYA,159,KRTS,2020
752,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202250,PARAKAN SALAK,3202250001,SUKATANI,2/15/32,PARAKANSALAK,32.02.15.2004,SUKATANI,190,KRTS,2020
753,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202250,PARAKAN SALAK,3202250002,SUKAKERSA,2/15/32,PARAKANSALAK,32.02.15.2003,SUKAKERSA,208,KRTS,2020
754,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202250,PARAKAN SALAK,3202250003,BOJONGLONGOK,2/15/32,PARAKANSALAK,32.02.15.2002,BOJONG LONGOK,149,KRTS,2020
755,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202250,PARAKAN SALAK,3202250004,BOJONGASIH,2/15/32,PARAKANSALAK,32.02.15.2005,BOJONGASIH,123,KRTS,2020
756,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202250,PARAKAN SALAK,3202250005,LEBAKSARI,2/15/32,PARAKANSALAK,32.02.15.2006,LEBAKSARI,153,KRTS,2020
757,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202250,PARAKAN SALAK,3202250006,PARAKANSALAK,2/15/32,PARAKANSALAK,32.02.15.2001,PARAKAN SALAK,148,KRTS,2020
758,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202260,PARUNG KUDA,3202260002,PALASARI HILIR,2/13/32,PARUNGKUDA,32.02.13.2002,PALASARI HILIR,418,KRTS,2020
759,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202260,PARUNG KUDA,3202260003,SUNDAWENANG,2/13/32,PARUNGKUDA,32.02.13.2005,SUNDAWENANG,395,KRTS,2020
760,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202260,PARUNG KUDA,3202260004,PARUNGKUDA,2/13/32,PARUNGKUDA,32.02.13.2001,PARUNGKUDA,255,KRTS,2020
761,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202260,PARUNG KUDA,3202260008,LANGENSARI,2/13/32,PARUNGKUDA,32.02.13.2007,LANGENSARI,207,KRTS,2020
762,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202260,PARUNG KUDA,3202260009,BOJONG KOKOSAN,2/13/32,PARUNGKUDA,32.02.13.2006,BOJONGKOKOSAN,178,KRTS,2020
763,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202260,PARUNG KUDA,3202260010,KOMPA,2/13/32,PARUNGKUDA,32.02.13.2003,KOMPA,193,KRTS,2020
764,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202260,PARUNG KUDA,3202260011,PONDOK KASO LANDEUH,2/13/32,PARUNGKUDA,32.02.13.2004,PONDOKKASO LANDEUH,245,KRTS,2020
765,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202260,PARUNG KUDA,3202260012,BABAKANJAYA,2/13/32,PARUNGKUDA,32.02.13.2008,BABAKANJAYA,204,KRTS,2020
766,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202261,BOJONG GENTENG,3202261001,BEREKAH,2/14/32,BOJONGGENTENG,32.02.14.2003,BEREKAH,268,KRTS,2020
767,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202261,BOJONG GENTENG,3202261002,BOJONG GENTENG,2/14/32,BOJONGGENTENG,32.02.14.2001,BOJONGGENTENG,333,KRTS,2020
768,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202261,BOJONG GENTENG,3202261003,BOJONG GALING,2/14/32,BOJONGGENTENG,32.02.14.2005,BOJONGGALING,318,KRTS,2020
769,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202261,BOJONG GENTENG,3202261004,CIBODAS,2/14/32,BOJONGGENTENG,32.02.14.2002,CIBODAS,211,KRTS,2020
770,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202261,BOJONG GENTENG,3202261005,CIPANENGAH,2/14/32,BOJONGGENTENG,32.02.14.2004,CIPANENGAH,138,KRTS,2020
771,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202270,KALAPA NUNGGAL,3202270001,WALANGSARI,2/18/32,KALAPANUNGGAL,32.02.18.2006,WALANG SARI,160,KRTS,2020
772,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202270,KALAPA NUNGGAL,3202270002,PALASARI GIRANG,2/18/32,KALAPANUNGGAL,32.02.18.2002,PALASARI GIRANG,164,KRTS,2020
773,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202270,KALAPA NUNGGAL,3202270003,KALAPANUNGGAL,2/18/32,KALAPANUNGGAL,32.02.18.2001,KALAPANUNGGAL,294,KRTS,2020
774,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202270,KALAPA NUNGGAL,3202270004,KADUNUNGGAL,2/18/32,KALAPANUNGGAL,32.02.18.2005,KADUNUNGGAL,179,KRTS,2020
775,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202270,KALAPA NUNGGAL,3202270005,MAKASARI,2/18/32,KALAPANUNGGAL,32.02.18.2004,MAKASARI,203,KRTS,2020
776,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202270,KALAPA NUNGGAL,3202270006,GUNUNG ENDUT,2/18/32,KALAPANUNGGAL,32.02.18.2007,GUNUNGENDUT,314,KRTS,2020
777,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202270,KALAPA NUNGGAL,3202270007,PULOSARI,2/18/32,KALAPANUNGGAL,32.02.18.2003,PULOSARI,394,KRTS,2020
778,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280001,SAMPORA,2/6/32,CIKIDANG,32.02.06.2008,SAMPORA,65,KRTS,2020
779,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280002,CIJAMBE,2/6/32,CIKIDANG,32.02.06.2011,CIJAMBE,37,KRTS,2020
780,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280003,CIKIRAY,2/6/32,CIKIDANG,32.02.06.2002,CIKIRAY,55,KRTS,2020
781,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280004,MEKARNANGKA,2/6/32,CIKIDANG,32.02.06.2010,MEKARNANGKA,45,KRTS,2020
782,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280005,CIKIDANG,2/6/32,CIKIDANG,32.02.06.2001,CIKIDANG,145,KRTS,2020
783,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280006,GUNUNG MALANG,2/6/32,CIKIDANG,32.02.06.2003,GUNUNGMALANG,73,KRTS,2020
784,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280007,NANGKAKONENG,2/6/32,CIKIDANG,32.02.06.2009,NANGKAKONENG,105,KRTS,2020
785,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280008,PANGKALAN,2/6/32,CIKIDANG,32.02.06.2004,PANGKALAN,100,KRTS,2020
786,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280009,BUMISARI,2/6/32,CIKIDANG,32.02.06.2007,BUMI SARI,43,KRTS,2020
787,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280010,CICAREUH,2/6/32,CIKIDANG,32.02.06.2005,CICAREUH,73,KRTS,2020
788,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280011,TAMANSARI,2/6/32,CIKIDANG,32.02.06.2006,TAMAN SARI,118,KRTS,2020
789,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202280,CIKIDANG,3202280012,CIKARAE THOYIBAH,2/6/32,CIKIDANG,32.02.06.2012,CIKARAE THOYYIBAH,66,KRTS,2020
790,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290001,PASIRBARU,2/5/32,CISOLOK,32.02.05.2002,PASIR BARU,266,KRTS,2020
791,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290002,CIKAHURIPAN,2/5/32,CISOLOK,32.02.05.2003,CIKAHURIPAN,96,KRTS,2020
792,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290003,CISOLOK,2/5/32,CISOLOK,32.02.05.2001,CISOLOK,114,KRTS,2020
793,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290004,KARANGPAPAK,2/5/32,CISOLOK,32.02.05.2008,KARANGPAPAK,150,KRTS,2020
794,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290012,SIRNARESMI,2/5/32,CISOLOK,32.02.05.2009,SIRNARESMI,236,KRTS,2020
795,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290013,CICADAS,2/5/32,CISOLOK,32.02.05.2010,CICADAS,200,KRTS,2020
796,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290014,CIKELAT,2/5/32,CISOLOK,32.02.05.2004,CIKELAT,138,KRTS,2020
797,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290015,GUNUNG KRAMAT,2/5/32,CISOLOK,32.02.05.2006,GUNUNGKARAMAT,138,KRTS,2020
798,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290016,GUNUNG TANJUNG,2/5/32,CISOLOK,32.02.05.2007,GUNUNGTANJUNG,71,KRTS,2020
799,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290017,CARINGIN,2/5/32,CISOLOK,32.02.05.2005,CARINGIN,277,KRTS,2020
800,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290018,SUKARAME,2/5/32,CISOLOK,32.02.05.2013,SUKARAME,94,KRTS,2020
801,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290019,WANGUNSARI,2/5/32,CISOLOK,32.02.05.2012,WANGUNSARI,46,KRTS,2020
802,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202290,CISOLOK,3202290020,WANAJAYA,2/5/32,CISOLOK,32.02.05.2011,WANAJAYA,90,KRTS,2020
803,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291001,CIMAJA,2/3/32,CIKAKAK,32.02.03.2002,CIMAJA,108,KRTS,2020
804,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291002,CIKAKAK,2/3/32,CIKAKAK,32.02.03.2001,CIKAKAK,145,KRTS,2020
805,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291003,SUKAMAJU,2/3/32,CIKAKAK,32.02.03.2004,SUKAMAJU,102,KRTS,2020
806,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291004,CILEUNGSING,2/3/32,CIKAKAK,32.02.03.2005,CILEUNGSING,35,KRTS,2020
807,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291005,RIDOGALIH,2/3/32,CIKAKAK,32.02.03.2003,RIDOGALIH,71,KRTS,2020
808,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291006,MARGALAKSANA,2/3/32,CIKAKAK,32.02.03.2006,MARGALAKSANA,79,KRTS,2020
809,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291007,SIRNARASA,2/3/32,CIKAKAK,32.02.03.2007,SIRNARASA,104,KRTS,2020
810,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291008,GANDASOLI,2/3/32,CIKAKAK,32.02.03.2008,GANDASOLI,48,KRTS,2020
811,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202291,CIKAKAK,3202291009,CIRENDANG,2/3/32,CIKAKAK,32.02.03.2009,CIRENDANG,62,KRTS,2020
812,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202300,KABANDUNGAN,3202300001,MEKARJAYA,2/19/32,KABANDUNGAN,32.02.19.2005,MEKARJAYA,97,KRTS,2020
813,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202300,KABANDUNGAN,3202300002,TUGUBANDUNG,2/19/32,KABANDUNGAN,32.02.19.2004,TUGUBANDUNG,331,KRTS,2020
814,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202300,KABANDUNGAN,3202300003,KABANDUNGAN,2/19/32,KABANDUNGAN,32.02.19.2001,KABANDUNGAN,362,KRTS,2020
815,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202300,KABANDUNGAN,3202300004,CIPEUTEUY,2/19/32,KABANDUNGAN,32.02.19.2002,CIPEUTEUY,161,KRTS,2020
816,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202300,KABANDUNGAN,3202300005,CIHAMERANG,2/19/32,KABANDUNGAN,32.02.19.2003,CIHAMERANG,467,KRTS,2020
817,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,3202300,KABANDUNGAN,3202300006,CIANAGA,2/19/32,KABANDUNGAN,32.02.19.2006,CIANAGA,56,KRTS,2020
818,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203010,AGRABINTA,3203010001,SINARLAUT,3/22/32,AGRABINTA,32.03.22.2010,SINARLAUT,25,KRTS,2020
819,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203010,AGRABINTA,3203010002,BOJONGKASO,3/22/32,AGRABINTA,32.03.22.2005,BOJONGKASO,32,KRTS,2020
820,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203010,AGRABINTA,3203010003,SUKAMANAH,3/22/32,AGRABINTA,32.03.22.2004,SUKAMANAH,38,KRTS,2020
821,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203010,AGRABINTA,3203010004,WANASARI,3/22/32,AGRABINTA,32.03.22.2007,WANASARI,71,KRTS,2020
822,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203010,AGRABINTA,3203010007,KARANGSARI,3/22/32,AGRABINTA,32.03.22.2016,KARANGSARI,58,KRTS,2020
823,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203010,AGRABINTA,3203010008,NEGLASARI,3/22/32,AGRABINTA,32.03.22.2014,NEGLASARI,79,KRTS,2020
824,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203010,AGRABINTA,3203010009,MULYASARI,3/22/32,AGRABINTA,32.03.22.2017,MULYASARI,2,KRTS,2020
825,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203010,AGRABINTA,3203010010,BUNISARI,3/22/32,AGRABINTA,32.03.22.2006,BUNISARI,22,KRTS,2020
826,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203010,AGRABINTA,3203010011,MEKARSARI,3/22/32,AGRABINTA,32.03.22.2019,MEKARSARI,72,KRTS,2020
827,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203010,AGRABINTA,3203010012,TANJUNGSARI,3/22/32,AGRABINTA,32.03.22.2018,TANJUNG SARI,46,KRTS,2020
828,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203010,AGRABINTA,3203010013,WANGUNJAYA,3/22/32,AGRABINTA,32.03.22.2022,WANGUNJAYA,55,KRTS,2020
829,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203011,LELES,3203011001,PUSAKASARI,3/30/32,LELES,32.03.30.2001,PUSAKASARI,57,KRTS,2020
830,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203011,LELES,3203011002,NAGASARI,3/30/32,LELES,32.03.30.2006,NAGASARI,70,KRTS,2020
831,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203011,LELES,3203011003,SUKAJAYA,3/30/32,LELES,32.03.30.2005,SUKAJAYA,61,KRTS,2020
832,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203011,LELES,3203011004,SUKAMULYA,3/30/32,LELES,32.03.30.2008,SUKAMULYA,21,KRTS,2020
833,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203011,LELES,3203011005,PURABAYA,3/30/32,LELES,32.03.30.2003,PURABAYA,93,KRTS,2020
834,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203011,LELES,3203011006,SUKASIRNA,3/30/32,LELES,32.03.30.2007,SUKASIRNA,154,KRTS,2020
835,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203011,LELES,3203011007,WALAHIR,3/30/32,LELES,32.03.30.2002,WALAHIR,85,KRTS,2020
836,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203011,LELES,3203011008,PUNCAKWANGI,3/30/32,LELES,32.03.30.2004,PUNCAKWANGI,41,KRTS,2020
837,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203011,LELES,3203011009,SIRNASARI,3/30/32,LELES,32.03.30.2009,SIRNASARI,12,KRTS,2020
838,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203011,LELES,3203011010,KARYAMUKTI,3/30/32,LELES,32.03.30.2010,KARYAMUKTI,8,KRTS,2020
839,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203011,LELES,3203011011,MANDALAWANGI,3/30/32,LELES,32.03.30.2011,MANDALAWANGI,31,KRTS,2020
840,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203011,LELES,3203011012,SINDANGSARI,3/30/32,LELES,32.03.30.2012,SINDANGSARI,9,KRTS,2020
841,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203020,SINDANGBARANG,3203020001,HEGARSARI,3/21/32,SINDANGBARANG,32.03.21.2009,HEGARSARI,37,KRTS,2020
842,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203020,SINDANGBARANG,3203020002,JATISARI,3/21/32,SINDANGBARANG,32.03.21.2003,JATISARI,26,KRTS,2020
843,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203020,SINDANGBARANG,3203020003,KERTASARI,3/21/32,SINDANGBARANG,32.03.21.2006,KERTASARI,36,KRTS,2020
844,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203020,SINDANGBARANG,3203020004,TALAGASARI,3/21/32,SINDANGBARANG,32.03.21.2008,TALAGASARI,126,KRTS,2020
845,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203020,SINDANGBARANG,3203020005,SIRNAGALIH,3/21/32,SINDANGBARANG,32.03.21.2004,SIRNAGALIH,26,KRTS,2020
846,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203020,SINDANGBARANG,3203020006,SAGANTEN,3/21/32,SINDANGBARANG,32.03.21.2001,SAGANTEN,169,KRTS,2020
847,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203020,SINDANGBARANG,3203020007,JAYAGIRI,3/21/32,SINDANGBARANG,32.03.21.2005,JAYAGIRI,88,KRTS,2020
848,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203020,SINDANGBARANG,3203020008,MUARACIKADU,3/21/32,SINDANGBARANG,32.03.21.2002,MUARACIKADU,84,KRTS,2020
849,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203020,SINDANGBARANG,3203020009,GIRIMUKTI,3/21/32,SINDANGBARANG,32.03.21.2007,GIRIMUKTI,111,KRTS,2020
850,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203020,SINDANGBARANG,3203020010,MEKARLAKSANA,3/21/32,SINDANGBARANG,32.03.21.2010,MEKARLAKSANA,4,KRTS,2020
851,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203020,SINDANGBARANG,3203020011,KERTAMUKTI,3/21/32,SINDANGBARANG,32.03.21.2011,KERTAMUKTI,5,KRTS,2020
852,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203030,CIDAUN,3203030001,KARYABAKTI,3/23/32,CIDAUN,32.03.23.2010,KARYABAKTI,48,KRTS,2020
853,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203030,CIDAUN,3203030002,SUKAPURA,3/23/32,CIDAUN,32.03.23.2007,SUKAPURA,68,KRTS,2020
854,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203030,CIDAUN,3203030003,CISALAK,3/23/32,CIDAUN,32.03.23.2003,CISALAK,63,KRTS,2020
855,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203030,CIDAUN,3203030004,JAYAPURA,3/23/32,CIDAUN,32.03.23.2011,JAYAPURA,66,KRTS,2020
856,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203030,CIDAUN,3203030005,KERTAJADI,3/23/32,CIDAUN,32.03.23.2006,KERTAJADI,85,KRTS,2020
857,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203030,CIDAUN,3203030006,CIDAMAR,3/23/32,CIDAUN,32.03.23.2001,CIDAMAR,121,KRTS,2020
858,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203030,CIDAUN,3203030007,KARANGWANGI,3/23/32,CIDAUN,32.03.23.2009,KARANGWANGI,76,KRTS,2020
859,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203030,CIDAUN,3203030008,CIMARAGANG,3/23/32,CIDAUN,32.03.23.2004,CIMARAGANG,99,KRTS,2020
860,32,JAWA BARAT,3203,KABUPATEN CIANJUR,3203030,CIDAUN,3203030009,GELARPAWITAN,3/23/32,CIDAUN,32.03.23.2008,GELARPAWITAN,53,KRTS,2020
